Datensatz,Kategorie,Knoten,Kanten,statische_Kanten,Zeitstempel,Gewichte,Kanten_Kardinalitaeten_Exponent,Grad_Exponent,temp_Durchmesser,Erreichbarkeit,temp_Korrelation,temp_Clustering,Grad,Clustering,Grad_assortativity
DNC_e-mails-random,RHG,1811,51324,7310,11620,1,1.6060771504149998,1.5964146200980214,20,1021.0496963003865,0.5089642925171955,0.00033674350570223364,3.600985221674877,0.5036912916496495,-0.02387003502436463
Dublin-random,RHG,10798,929794,99084,70262,1,1.5469927538866957,1.4223087688001645,19,10232.534172995,0.41579394531472413,0.00010322264142988506,9.02980041921079,0.7616065093411155,-0.0726597919169395
Enron-random,RHG,83972,1995570,560166,153620,1,1.7827229618420224,1.4770976837725227,33,63173.47233601677,0.31323462624924914,1.6147174392587156e-05,6.418475147237436,0.6818729258857044,-0.019930920874463947
Epinions-random,RHG,130957,1412250,1412250,939,1,2.442695040888961,1.389655402638542,28,63579.066525653456,0.0,0.0008457546005787986,10.712741506041917,0.7889104721198663,-0.03596307493465286
EU_e-mails-random,RHG,1005,421688,30264,111771,1,1.4980736109616495,1.264676530571599,4,1005.0,0.25675654206607423,0.00010481628277197366,30.113432835820895,0.8018616023338327,-0.08303099954935615
Facebook_forum-random,RHG,900,72188,14816,22117,1,1.6039343186781676,1.3216414269716357,12,899.92,0.21066542475502473,0.00018030163745032577,16.462222222222223,0.807131286190103,-0.14238485804848264
Facebook_messages-random,RHG,1898,72860,26058,27248,1,1.7818555438679768,1.344934350090476,16,1890.9278187565858,0.1895179296933821,8.462885270870697e-05,13.714736842105264,0.8032289458679845,-0.06848936165707228
Facebook_wall-random,RHG,45707,1123186,350554,412944,1,1.7561612234718207,1.4483092080766777,26,38510.07655282561,0.2905636015240761,5.729183739328524e-06,7.466061806487338,0.7168111384271104,-0.03274905853875558
Flickr-random,RHG,2302398,45906350,45906350,134,1,2.4426950408888386,1.3119941833652984,-1,-1,0.0,0.006133596209150235,19.93392319162665,0.8217134516685214,-0.014131632717703098
High_school_2013-random,RHG,1803,359136,10720,7369,1,1.4280031987040118,1.5002807709058572,19,1462.3749306711038,0.5690963304889249,0.003071029166606864,5.6569920844327175,0.6563152520038695,-0.10018456154100418
Hospital_ward-random,RHG,1044,76390,2504,8540,1,1.3479937270427205,1.8406771955079178,12,375.61206896551727,0.792647067688494,0.0013855922635698714,1.4035874439461884,0.18052935303614231,-0.09401914171216934
Hypertext_2009-random,RHG,114,33204,3780,4344,1,1.5839474400222415,1.2454013429998905,3,114.0,0.21401077482691794,0.0015656780164634624,33.1578947368421,0.7677705858802073,-0.03527387175166391
Infectious-random,RHG,411,36170,5906,1368,1,1.5838805347998584,1.337148843745357,7,403.0486618004866,0.2685331341902562,0.003329627984699368,14.369829683698297,0.8077083472862656,-0.2017938225663547
InVS13-random,RHG,963,805244,7942,19530,1,1.241437123887272,1.4285062726253843,9,895.0664589823468,0.4736263051392668,0.0040460454326327515,8.038461538461538,0.7401113212098088,-0.10977595907506243
InVS15-random,RHG,1869,2293726,29890,21338,1,1.2556737144194168,1.3248776753368272,12,1843.0968432316747,0.3017869711531469,0.0028812538128390494,15.975414216996258,0.7962393372760613,-0.029540467735019053
LH10-random,RHG,1185,368820,3484,12364,1,1.2595800225030074,1.7750065470014986,10,699.2084388185654,0.7933705247070104,0.002877345999656284,1.9518207282913165,0.25772075488758,-0.17735639386682775
Linux_kernel_mailing-random,RHG,58452,1445726,315680,473415,1,1.7120577048097974,1.5358170829365805,32,37457.454749195924,0.3932801462164514,6.265053900809945e-06,4.979336887598978,0.5920199742609284,-0.02149813767501794
Lyon_school-random,RHG,1923,12049182,48812,3124,1,1.1855619628954002,1.2793437235312246,4,1923.0,0.28426402891198926,0.06297638423718238,25.38325533021321,0.8097105765035272,-0.08997089348184739
Math_Overflow-random,RHG,24789,703984,339744,253267,1,1.9564722956025848,1.34769328389693,24,24357.327282262293,0.13974501592757516,6.579665890580264e-06,13.688867399975825,0.805687540744484,-0.034935391120468326
Primary_school-random,RHG,1895,275352,18280,3100,1,1.4642675700289038,1.4088375182079609,16,1830.996833773087,0.43317830404942326,0.0034462095501059313,9.505980239209569,0.775627715241759,-0.1339266549187129
Radoslaw_e-mails-random,RHG,168,76014,5516,24357,1,1.4780292817693852,1.2491199597631646,3,168.0,0.182955362619113,0.0004377340782460894,32.833333333333336,0.7818040846260251,-0.12638089177544448
SFHH-random,RHG,1925,2643292,138088,3142,1,1.321084144151882,1.214249952908926,3,1925.0,0.07125429580970927,0.004957219342957463,71.73402597402597,0.8071181798513193,-0.1362652865316211
SFHH_conference-random,RHG,1908,129054,17538,3408,1,1.6495052975551685,1.4028763014967511,17,1803.9093291404613,0.3592504150982385,0.0017111570779351055,9.11064935064935,0.7715601457039467,-0.07411004134113049
Slashdot-random,RHG,46070,236788,220510,60068,1,2.3577873128866385,1.5617144014115287,28,12933.256001736489,0.041528954817097216,1.093755758891865e-05,4.31670027210618,0.5508402598894346,-0.007103080102527607
SMS-random,RHG,33256,850504,106126,271996,1,1.622846602336783,1.7149684744386255,24,11759.63916285783,0.5756008407789462,1.3389661025958768e-05,2.3885575386554434,0.3250202766598552,-0.038993007233145915
Super_User-random,RHG,188744,2219282,1407214,771976,1,2.110179148193973,1.4583951482926165,30,137223.8312211249,0.1306646831358578,1.476010716957234e-06,7.250466288140309,0.71410984730988,-0.025977987772914535
Thiers13-random,RHG,1895,33441750,77642,8938,1,1.2601515029077774,1.2447861134620612,4,1895.0,0.3525487744421892,0.03861464359935436,40.97203166226913,0.8077523591321022,-0.12370139565591438
Twitter_retweets-random,RHG,17043,117424,91354,37471,1,2.22237819918484,1.5347093526689353,24,7255.2807017543855,0.10617969987717196,2.1791346114549305e-05,4.9460747157552785,0.5903771676474554,-0.03912574460464511
UC_Irvine_messages-random,RHG,1898,70860,24612,26602,1,1.7537772940751117,1.350020723564875,17,1876.1759747102212,0.19273886456723324,8.694116003440734e-05,12.953684210526315,0.7900866444730268,-0.04719616467526067
Workplace_contacts-random,RHG,558,17866,1156,4823,1,1.4698609913017038,1.8496595116330832,11,19.587813620071685,0.7514237573391456,0.0008887374092400714,1.1700404858299596,0.157336845684608,-0.05079266761349764
Yahoo_messages-random,RHG,99454,3994932,1136458,982238,1,1.6995821953197108,1.3785275831044532,32,96280.0208538621,0.2522399758535868,2.8545125105437378e-06,11.364352712945742,0.790928976940938,-0.024714740550949278
YouTube-random,RHG,3048097,24253046,18607826,203,1,2.1068885241023456,1.5058031852651506,-1,-1,0.1519180983714484,0.004375008468151896,5.772392270729218,0.6444018463987189,-0.012596380735544005
